date,slot,snapshotEpoch,symbol,name,direction,optionType,strike,spot,spotTarget,spotStop,premium,premiumTarget,premiumStop,expectedPremiumMovePct,confidence,qualityScore,marketAlignment,relVolume,thetaPctPerDay,decayLevel,dte,hourlyScore,expiry,result,hitTime,spotAfter
2026-09-04,10:30,1788498047,TITAN.NS,Titan Company,Bullish,CE,5000,5005,5048.18,4974.77,101.95,126.29,84.91,23.87,58,68,Aligned,0.19,1.66,Low,25,49,2026-09-29,,,
2026-09-04,10:30,1788498047,HDFCBANK.NS,HDFC Bank,Bullish,CE,720,711.8,717.48,707.82,11.4,14.03,9.56,23.07,59,68,Aligned,0.18,2.28,Low,25,48,2026-09-29,,,
2026-09-04,11:31,1788501682,SUNPHARMA.NS,Sun Pharma,Bearish,PE,1920,1904.6,1887.35,1916.68,32.05,41.71,25.29,30.14,77,64,Neutral,0.29,1.59,Low,25,56,2026-09-29,,,
2026-09-04,11:31,1788501682,BAJFINANCE.NS,Bajaj Finance,Bullish,CE,1050,1056.5,1067.72,1048.64,30,36.7,25.3,22.33,74,76,Aligned,0.74,1.5,Low,25,53,2026-09-29,,,
2026-09-04,11:31,1788501682,HINDUNILVR.NS,Hindustan Unilever,Bullish,CE,2000,1980.6,1997.78,1968.58,31.3,39.47,25.58,26.1,68,72,Aligned,0.95,2.17,Low,25,52,2026-09-29,,,
2026-09-04,11:31,1788501682,IOC.NS,Indian Oil (IOC),Bullish,CE,140,137.56,138.72,136.75,2.03,2.45,1.73,20.69,73,74,Aligned,0.34,2.46,Low,25,52,2026-09-29,,,
2026-09-04,11:31,1788501682,ITC.NS,ITC,Bullish,CE,270,266.1,268.75,264.25,2.85,3.89,2.12,36.49,55,65,Aligned,0.58,2.81,Low,25,51,2026-09-29,,,
2026-09-04,11:31,1788501682,HDFCBANK.NS,HDFC Bank,Bullish,CE,720,714.45,720.23,710.4,12.15,14.95,10.18,23.05,63,70,Aligned,0.36,2.14,Low,25,50,2026-09-29,,,
2026-09-04,12:32,1788505323,RELIANCE.NS,Reliance Industries,Bullish,CE,1350,1331,1341.63,1323.56,19.15,23.81,15.89,24.33,63,70,Aligned,1.48,2.45,Low,25,62,2026-09-29,,,
2026-09-04,12:32,1788505323,SUNPHARMA.NS,Sun Pharma,Bearish,PE,1920,1902.6,1885.29,1914.71,33.4,43.26,26.5,29.52,77,64,Neutral,0.4,1.56,Low,25,56,2026-09-29,,,
2026-09-04,12:32,1788505323,POWERGRID.NS,Power Grid,Bearish,PE,270,265.3,262.99,266.92,6.6,7.99,5.63,21.06,80,65,Neutral,0.89,1.36,Low,25,55,2026-09-29,,,
2026-09-04,12:32,1788505323,GAIL.NS,GAIL (India),Bearish,PE,175,172.6,170.79,173.87,4.2,5.3,3.43,26.19,77,64,Neutral,0.62,1.43,Low,25,55,2026-09-29,,,
2026-09-04,12:32,1788505323,MARUTI.NS,Maruti Suzuki,Bearish,PE,13000,12740,12619.16,12824.59,366.05,439.04,314.96,19.94,79,65,Neutral,0.9,1.37,Low,25,54,2026-09-29,,,
2026-09-04,12:32,1788505323,IOC.NS,Indian Oil (IOC),Bullish,CE,140,137.5,138.66,136.69,1.99,2.45,1.67,23.12,71,73,Aligned,0.43,2.51,Low,25,52,2026-09-29,,,
2026-09-04,13:31,1788508873,BAJFINANCE.NS,Bajaj Finance,Bullish,CE,1060,1059.2,1070.56,1051.25,26,32.19,21.66,23.81,76,77,Aligned,1.49,1.77,Low,25,66,2026-09-29,,,
2026-09-04,13:31,1788508873,POWERGRID.NS,Power Grid,Bearish,PE,270,265.6,263.28,267.22,6.3,7.64,5.36,21.27,77,64,Neutral,1.13,1.43,Low,25,57,2026-09-29,,,
2026-09-04,13:31,1788508873,MARUTI.NS,Maruti Suzuki,Bearish,PE,13000,12685,12561.41,12771.51,404.85,484.5,349.09,19.67,68,60,Neutral,1.21,1.17,Low,25,56,2026-09-29,,,
2026-09-04,13:31,1788508873,SUNPHARMA.NS,Sun Pharma,Bearish,PE,1900,1902.2,1884.89,1914.31,23.2,30.95,17.78,33.41,62,55,Neutral,0.49,2.28,Low,25,52,2026-09-29,,,
2026-09-04,13:31,1788508873,KOTAKBANK.NS,Kotak Mahindra Bank,Bullish,CE,425,424.65,428.12,422.22,7.7,9.6,6.37,24.68,60,55,Neutral,0.92,1.82,Low,25,49,2026-09-29,,,
2026-09-04,13:31,1788508873,TATASTEEL.NS,Tata Steel,Bullish,CE,185,184.4,186.44,182.97,4.66,5.7,3.93,22.32,59,68,Aligned,0.68,1.72,Low,25,49,2026-09-29,,,
2026-09-04,14:31,1788512469,TATASTEEL.NS,Tata Steel,Bullish,CE,190,188.95,191.16,187.4,4.91,6.02,4.13,22.61,67,72,Aligned,1.97,1.83,Low,25,75,2026-09-29,,,
2026-09-04,14:31,1788512469,RELIANCE.NS,Reliance Industries,Bullish,CE,1340,1329.2,1339.83,1321.76,22.75,27.98,19.09,22.99,58,68,Aligned,2.02,2.07,Low,25,73,2026-09-29,,,
2026-09-04,14:31,1788512469,MARUTI.NS,Maruti Suzuki,Bearish,PE,13000,12694,12569.91,12780.86,395.15,474.69,339.47,20.13,80,66,Neutral,1.54,1.18,Low,25,68,2026-09-29,,,
2026-09-04,14:31,1788512469,BAJFINANCE.NS,Bajaj Finance,Bullish,CE,1050,1056.9,1068.26,1048.95,29.65,36.5,24.86,23.1,56,67,Aligned,1.71,1.48,Low,25,66,2026-09-29,,,
2026-09-04,14:31,1788512469,AXISBANK.NS,Axis Bank,Bullish,CE,1300,1280.2,1291.26,1272.46,14.65,18.92,11.66,29.15,79,77,Aligned,1.1,2.8,Low,25,59,2026-09-29,,,
2026-09-04,14:31,1788512469,POWERGRID.NS,Power Grid,Bearish,PE,270,265.8,263.48,267.42,6.15,7.48,5.22,21.63,59,55,Neutral,1.33,1.46,Low,25,57,2026-09-29,,,
2026-09-04,15:31,1788516067,HCLTECH.NS,HCL Technologies,Bearish,PE,1300,1293.4,1276.58,1305.17,32.6,40.61,27,24.57,69,59,Neutral,2.06,2.06,Low,25,77,2026-09-29,,,
2026-09-04,15:31,1788516067,BAJFINANCE.NS,Bajaj Finance,Bullish,CE,1060,1060.5,1071.92,1052.5,25.45,31.71,21.07,24.6,68,59,Neutral,1.99,1.77,Low,25,77,2026-09-29,,,
2026-09-04,15:31,1788516067,LT.NS,Larsen & Toubro,Bearish,PE,4000,3964.1,3937.31,3982.86,67.5,81.1,57.98,20.15,69,59,Neutral,2.05,1.9,Low,25,76,2026-09-29,,,
2026-09-04,15:31,1788516067,TATASTEEL.NS,Tata Steel,Bullish,CE,190,188.79,191.01,187.24,4.76,5.89,3.97,23.74,59,54,Neutral,2.6,1.89,Low,25,74,2026-09-29,,,
2026-09-04,15:31,1788516067,MARUTI.NS,Maruti Suzuki,Bearish,PE,13000,12694,12569.91,12780.86,421,502.66,363.84,19.4,64,58,Neutral,2.08,1.11,Low,25,74,2026-09-29,,,
2026-09-04,15:31,1788516067,TCS.NS,Tata Consultancy Services,Bearish,PE,2300,2304,2272.35,2326.16,44.05,57.48,34.65,30.49,59,53,Neutral,1.68,2.45,Low,25,68,2026-09-29,,,
